,title,artist,af_score,review_date,pf_score,best_new_music,author,pub_date,id,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,date
177,dye it blonde,smith westerns,7.0,2011-01-18,8.4,1.0,david bevan,2011-01-18,50edStrds1JJ7521AbxUKv,212454.4,17.3,0.37120000000000003,0.0340831,0.7966,0.083406065,0.1521,-3.1935000000000002,0.03824,1297987200.0
178,dynamics,holy ghost!,7.0,2013-09-11,6.3,0.0,nate patrin,2013-09-18,7naUgxnqWl8VGrzKvMeX1Q,271377.7272727273,17.0,0.6790909090909091,0.09845390909090908,0.7252727272727273,0.3533269090909091,0.12935454545454547,-6.658545454545455,0.036672727272727274,1378684800.0
179,dysnomia,dawn of midi,5.0,2013-08-30,7.9,0.0,jeremy d. larson,2013-08-06,4wCpIX2LVk3lZkh4crNPtJ,310587.55555555556,23.22222222222222,0.5948888888888889,0.5473333333333333,0.5845555555555556,0.9503333333333333,0.10616666666666667,-11.962222222222222,0.09208888888888889,1433116800.0
180,earthee,theesatisfaction,7.0,2015-02-20,6.8,0.0,safy-hallan farah,2015-02-25,3MOZwEtthWfQToFXFkb00G,194974.46153846153,6.3076923076923075,0.6236923076923078,0.3130953846153846,0.36623076923076925,0.29871441692307693,0.11746923076923076,-15.146615384615385,0.09358461538461538,1424736000.0
181,eat pray thug,heems,4.0,2015-03-10,6.3,0.0,jayson greene,2015-03-11,6y8FPX1d76PLgTuu2FvFAL,217458.45454545456,10.818181818181818,0.6180909090909091,0.11100636363636364,0.7207272727272728,0.0003274572727272727,0.21794545454545455,-5.939545454545454,0.23105454545454543,1425945600.0
182,eclipse,twin shadow,3.0,2015-04-13,4.9,0.0,jayson greene,2015-03-20,4MkY7K5eyXl0Ts42KLCyir,208120.9090909091,26.727272727272727,0.5747272727272728,0.06854963636363637,0.6697272727272727,0.0011032236363636362,0.17763636363636362,-7.050545454545454,0.10090909090909092,1425859200.0
183,ego death,the internet,5.0,2015-07-09,7.4,0.0,craig jenkins,2015-07-09,6VRHTAqFOO5qqznRZ5cUys,265147.21428571426,9.571428571428571,0.6212142857142856,0.31307785714285713,0.5414285714285715,0.10865042857142858,0.22075714285714287,-9.241428571428571,0.15492857142857144,1439942400.0
184,eighteen hours of static,big ups,8.0,2014-03-25,7.0,0.0,paul thompson,2014-01-17,2tpHiwd2jLLVR4gi4G8YEI,149025.23076923078,8.615384615384615,0.45423076923076927,0.0018190153846153847,0.8123076923076924,0.6737923076923077,0.20941538461538461,-4.9484615384615385,0.12763846153846153,1356998400.0
185,el camino,the black keys,6.0,2011-12-05,7.4,0.0,rob harvilla,2011-12-02,5DLhV9yOvZ7IxVmljMXtNm,209638.45454545456,57.27272727272727,0.5392727272727273,0.022830363636363635,0.7234545454545455,0.07248745181818182,0.2243363636363636,-6.004363636363636,0.04119090909090909,1323129600.0
186,el pintor,interpol,6.0,2014-10-02,5.9,0.0,larry fitzmaurice,2014-09-08,0YAtJCLY8ogFUjdopdHsyS,239616.9,42.7,0.3805,0.000531597,0.8573000000000001,0.57665,0.35525,-5.5167,0.059340000000000004,1410134400.0
187,emotion,carly rae jepsen,7.0,2015-08-24,7.4,0.0,corban goble,2015-08-17,08MsbKas4UJKhbJlAnAyfB,220370.75,5.5,0.6305833333333334,0.08219666666666667,0.7576666666666667,0.006858408333333333,0.13363333333333333,-5.028333333333333,0.06304166666666668,1443139200.0
188,emotional mugger,ty segall,8.0,2016-01-18,7.3,0.0,evan minsker,2016-01-19,5117nxIQNXWAERUh4xQ8A3,208065.27272727274,20.09090909090909,0.3310909090909091,0.012807363636363638,0.824,0.10480781818181818,0.29002727272727274,-6.361000000000001,0.056836363636363636,1453420800.0
189,entrench,ken mode,7.0,2013-03-26,8.2,0.0,grayson haver currin,2013-03-21,3ggzz5UXOEmmNwcKQj5cXF,257510.18181818182,8.181818181818182,0.2938181818181818,0.09189425454545454,0.8857272727272728,0.684,0.24185454545454546,-6.063727272727272,0.13751818181818182,1363651200.0
190,epic,sharon van etten,7.0,2010-10-14,7.8,0.0,david bevan,2010-10-07,7mfSdEokzQjI5AxwrRauZv,275872.14285714284,37.857142857142854,0.3895714285714286,0.26812857142857144,0.5065714285714286,0.034010842857142856,0.18602857142857143,-8.052142857142858,0.03332857142857143,1285027200.0
191,esoteric warfare,mayhem,7.0,2014-06-12,7.6,0.0,grayson haver currin,2014-06-06,5BLMX09kVilcrVjl6yBCEN,284497.1,23.3,0.2687,0.036562,0.8879999999999999,0.45365,0.4253,-7.309100000000001,0.0817,1402358400.0
192,every open eye,chvrches,5.0,2015-10-16,7.7,0.0,ian cohen,2015-09-28,0QNU8SCLBs3HEZsUQfCfy7,248459.9,19.95,0.60955,0.1321153,0.6926,0.05012168300000001,0.15792,-6.119149999999999,0.037415,1471564800.0
193,everyday robots,damon albarn,5.0,2014-05-07,7.0,0.0,mike powell,2014-04-28,5SzhltQSSi1HUMi5cveZIZ,233458.41666666666,41.666666666666664,0.6350833333333333,0.6391666666666667,0.3253333333333333,0.13823563333333333,0.24444999999999997,-14.02825,0.10086666666666666,1398124800.0
194,everything in between,no age,6.0,2010-09-27,8.8,1.0,paul thompson,2010-09-28,39ncHUEk930l1qeRri58IJ,177315.53846153847,11.0,0.2793846153846154,0.18564322615384615,0.7878461538461539,0.6052146153846154,0.26513846153846155,-7.803692307692308,0.0577,1285632000.0
195,everything will be alright in the end,weezer,7.0,2014-10-16,6.5,0.0,ian cohen,2014-10-02,5bwoCpDhski3iIxwsdgPTM,194979.15384615384,36.53846153846154,0.39543076923076925,0.019841538461538463,0.8225384615384616,0.17085063846153847,0.2598692307692308,-5.04276923076923,0.07183076923076923,1412640000.0
196,excavation,the haxan cloak,8.0,2013-05-01,8.7,1.0,nick neyland,2013-04-17,2iMuDUx0AkuUemuFtmhUG1,342363.1111111111,21.333333333333332,0.2848888888888889,0.36988888888888893,0.27593333333333336,0.8173333333333334,0.17686666666666667,-18.05011111111111,0.07600000000000001,1356998400.0
197,exhausting fire,kylesa,7.0,2015-11-11,7.4,0.0,brandon stosuy,2015-10-12,5FLIlg8fdg6BU0BHrN1bqB,246233.0909090909,18.636363636363637,0.28045454545454546,0.10541145454545454,0.8504545454545455,0.7436363636363637,0.33645454545454545,-6.231,0.08745454545454545,1443744000.0
198,expo 86,wolf parade,6.0,2010-06-29,7.5,0.0,paul thompson,2010-06-29,16IUCg94zmGIgEz09v003g,303436.0,21.454545454545453,0.3326363636363636,0.07735454545454545,0.9281818181818182,0.027175754545454543,0.20850909090909092,-5.220363636363636,0.07807272727272728,1277769600.0
199,face tat,zach hill,5.0,2010-10-20,7.5,0.0,matthew murphy,2010-10-13,4YM04MdeuE7h3mziHsvy9v,183457.07692307694,25.46153846153846,0.3686923076923077,0.14519688461538463,0.9783846153846153,0.2784603846153846,0.2706,-1.2023076923076923,0.1843923076923077,1287446400.0
200,fade,yo la tengo,7.0,2013-01-15,8.1,0.0,stuart berman,2013-01-14,4K71YbvB0dq9tfym242YDh,274839.6,31.5,0.5306,0.54254,0.5864,0.784,0.14317,-9.3859,0.05193,1358121600.0
201,fading frontier,deerhunter,6.0,2015-10-22,8.4,1.0,ian cohen,2015-10-12,7tok2dhbMVrWGgnAaC08QE,240607.77777777778,30.77777777777778,0.5105555555555555,0.12388725555555556,0.6754444444444444,0.327728,0.2670444444444444,-7.503777777777777,0.03153333333333333,1444953600.0
202,faith in strangers,andy stott,7.0,2014-11-26,8.4,1.0,grayson haver currin,2014-11-21,1BzMONuUlgUnqOrg2aQeAY,359027.77777777775,32.888888888888886,0.4707777777777778,0.24170061333333337,0.5037444444444444,0.43850074555555557,0.17102222222222221,-12.663666666666666,0.12473333333333333,1416182400.0
203,false priest,of montreal,5.0,2010-09-09,6.7,0.0,rob mitchum,2010-09-15,5SFAreGbKibBApvimb4srL,248266.15384615384,20.846153846153847,0.6168461538461538,0.030277384615384616,0.7281538461538463,0.11436486153846154,0.20274615384615385,-7.339230769230769,0.034423076923076924,1284422400.0
204,fantasy empire,lightning bolt,7.0,2015-03-12,8.0,0.0,brandon stosuy,2015-03-18,0Z0aI5ATk4kmQfTSANB0Z1,321291.1111111111,18.22222222222222,0.22277777777777777,0.10114798777777778,0.9066666666666667,0.8874444444444445,0.2693333333333333,-3.432444444444444,0.13356666666666667,1427155200.0
205,fashion week,death grips,7.0,2015-01-11,6.6,0.0,nate patrin,2015-01-13,0T0hdMTypoYTFhgk4ugXkN,204802.5,29.142857142857142,0.5322142857142856,0.01980979,0.8799285714285714,0.50815753,0.3266857142857143,-4.662714285714286,0.13151428571428572,1420070400.0
206,fetch,melt-banana,9.0,2013-10-12,7.8,0.0,jason heller,2013-10-01,4C8VqFE4h4KWIsbAViqIby,161414.08333333334,28.416666666666668,0.3629166666666667,0.087133205,0.9129166666666667,0.6599816666666667,0.2598333333333333,-5.671666666666667,0.141675,1380585600.0
207,fever,sleepy sun,7.0,2010-06-03,6.1,0.0,grayson currin,2010-06-30,3PmIQlefjUIPlp6bnZgCfH,282249.6666666667,29.555555555555557,0.36833333333333335,0.2704888888888889,0.42461111111111116,0.24466163333333332,0.13972222222222222,-10.786777777777779,0.042244444444444446,1589500800.0
208,fever hunting,modern life is war,7.0,2013-08-12,7.9,0.0,ian cohen,2013-09-17,0ongZyanhSd5wuBN294ue3,169172.27272727274,20.09090909090909,0.37418181818181817,0.0010120372727272728,0.9515454545454546,0.08142937272727273,0.34700000000000003,-4.700909090909091,0.08938181818181817,1375747200.0
209,fires within fires,neurosis,8.0,2016-09-29,7.1,0.0,jason heller,2016-10-06,4Lu4kKYJw7Kb88beZWHla9,490735.8,13.6,0.2262,0.060894000000000004,0.4204,0.34574,0.1385,-12.105,0.0344,1474588800.0
210,floating coffin,thee oh sees,5.0,2013-04-17,8.0,0.0,evan minsker,2013-04-15,6UpdRU3P0AAMA6MVCzsW3c,238887.8,37.2,0.3122,0.00165142,0.7761,0.68326,0.10402,-7.7238,0.05417999999999999,1366070400.0
211,forever,holograms,6.0,2013-09-04,7.1,0.0,jeremy d. larson,2013-09-03,7tByChmBeO75lb2Gqehlkl,237484.7,12.7,0.1842,0.0282397,0.9252,0.41626009999999997,0.22662,-4.7813,0.07416,1378166400.0
212,forget,twin shadow,8.0,2010-10-05,8.4,1.0,liz colville,2010-10-04,7d6GVneSSkKLYcD0ga5tfk,222287.2142857143,1.0,0.6100714285714286,0.08016785714285714,0.7795,0.2907588857142857,0.19463571428571427,-6.392071428571429,0.0386,1291161600.0
213,foundations of burden,pallbearer,6.0,2014-08-26,8.6,1.0,brandon stosuy,2014-08-12,5hcHyM3KYY97gUZzfRlNZb,549410.5,25.666666666666668,0.2783333333333333,0.15676116666666667,0.7086666666666667,0.7521666666666667,0.23316666666666666,-8.033666666666667,0.0519,1408406400.0
214,four,bloc party,7.0,2012-08-24,4.9,0.0,ian cohen,2012-08-15,0AGiSBsS2q6BXgfDHNy9kb,209759.46153846153,15.846153846153847,0.4472307692307692,0.0019748746153846154,0.7833846153846155,0.24504758153846154,0.35596923076923076,-6.616538461538462,0.06824615384615385,1345420800.0
215,free tc,ty dolla $ign,6.0,2015-11-22,7.7,0.0,rebecca haithcoat,2015-11-16,1NRfRc8JCu0iTzAPArjM7H,272089.0,0.4375,0.6608125,0.24369375,0.5145,0.003827555625,0.2456875,-8.220875,0.1053,1447372800.0
216,freetown sound,blood orange,6.0,2016-07-04,8.8,1.0,marcus j. moore,2016-06-30,3Z2XUjgVj5ZkCGpU7b2qtY,207042.17647058822,37.23529411764706,0.6178823529411764,0.3683070588235294,0.5694117647058823,0.017577277647058825,0.32126470588235295,-9.297882352941176,0.08814705882352941,1467072000.0
217,frozen niagara falls,prurient,8.0,2015-05-20,8.5,1.0,andy o'connor,2015-05-14,5Pm2WvqxlDttK4hTx1vKe3,343751.8125,12.25,0.3411875,0.221015125,0.718125,0.54300600625,0.25505,-10.0854375,0.13790625,1431388800.0
218,full of hell & merzbow,full of hell,8.0,2014-12-09,5.5,0.0,andy o'connor,2014-12-03,5TOfimDwyiJ71grEQMd9UH,126124.0,16.09090909090909,0.19417272727272727,0.06174055818181818,0.8644545454545455,0.8543636363636363,0.41825454545454543,-5.4251818181818185,0.1293090909090909,1416873600.0
219,gemini,wild nothing,7.0,2010-07-27,8.2,1.0,ian cohen,2010-06-03,3hxVFxpF7uUtjLHzvGIm7W,213023.08333333334,35.333333333333336,0.45858333333333334,0.3698262833333333,0.7883333333333334,0.5339579166666667,0.16785000000000003,-6.62675,0.03664166666666667,1274745600.0
220,genesis,domo genesis,4.0,2016-04-02,7.2,0.0,sheldon pearce,2016-03-28,3mhZHDmHvIUAeAYH7MrXBW,212914.0,36.5,0.59075,0.24699166666666664,0.5914166666666666,0.0005675066666666666,0.27358333333333335,-9.9605,0.29107500000000003,1458864000.0
221,get to heaven,everything everything,8.0,2015-07-15,7.2,0.0,laura snapes,2015-06-26,2UJUCicAuQjIqBOFIvPzIx,251571.72727272726,9.818181818181818,0.5829090909090909,0.12247545454545454,0.7373636363636364,0.09284183636363635,0.13675454545454546,-7.636454545454546,0.05032727272727273,1456444800.0
222,ghettoville,actress,8.0,2014-01-29,6.7,0.0,andrew gaerig,2014-01-28,1s9lj939pdr2ZvZiHWrDrU,260481.4375,0.125,0.6040625,0.303340266875,0.685125,0.63483,0.18056875,-8.4321875,0.21837499999999999,1390780800.0
223,ghost stories,coldplay,4.0,2014-06-03,4.4,0.0,larry fitzmaurice,2014-05-20,2G4AUqfwxcV1UdQjm2ouYr,268679.77777777775,64.66666666666667,0.5085555555555555,0.28512,0.48133333333333334,0.39799666666666667,0.1233111111111111,-10.21577777777778,0.03217777777777778,1400457600.0
224,give me my flowers while i can still smell them,blu & exile,7.0,2012-10-20,6.8,0.0,jonah bromwich,2012-08-30,1EXBIXnbaOZx2ydlsGj3K8,192127.9411764706,24.941176470588236,0.5369411764705883,0.20127588235294117,0.7416470588235294,0.04600057823529412,0.24361764705882352,-6.960294117647059,0.2685294117647059,1346716800.0
225,given to the wild,the maccabees,5.0,2012-01-31,4.0,0.0,hari ashurst,2012-02-13,7hRcDIP5CKDlCnjHVPb9qd,243883.76923076922,28.923076923076923,0.38161538461538463,0.16554,0.6571230769230769,0.3384379846153846,0.2719923076923077,-8.231615384615385,0.045446153846153844,1325376000.0
226,glass swords,rustie,7.0,2011-10-13,8.0,0.0,jess harvell,2011-10-18,13kdLV4OxOBbqnGcJqkcKS,195571.0,21.53846153846154,0.46476923076923077,0.04518384615384615,0.7596923076923077,0.32922615384615384,0.2065076923076923,-6.962076923076923,0.1292076923076923,1320019200.0
227,gliss riffer,dan deacon,5.0,2015-02-27,7.2,0.0,winston cook-wilson,2015-02-23,7c0DRALsdT9K7FLQBTR9PS,329029.625,34.375,0.461125,0.1444716,0.796875,0.5171125,0.2041375,-8.023,0.0498125,1424649600.0
228,gloss drop,battles,9.0,2011-06-09,7.4,0.0,jess harvell,2011-06-07,1O58FiA79FsPVDezRyTlU3,269478.75,23.666666666666668,0.6235833333333334,0.07583460833333332,0.7164166666666666,0.619081,0.14727500000000002,-7.498166666666666,0.07525833333333333,1308528000.0
229,go tell fire to the mountain,wu lyf,5.0,2011-06-15,8.4,1.0,ian cohen,2011-06-23,0h3OHv0VdzfFSuqK4kGQO4,283246.2,24.8,0.26949999999999996,0.16921999999999998,0.7154,0.17525649999999998,0.17349,-7.586,0.06331,1307923200.0
230,go:od am,mac miller,7.0,2015-09-22,7.3,0.0,tayler montague,2015-10-08,2Tyx5dLhHYkx6zeAdVaTzN,249055.29411764705,59.529411764705884,0.6366470588235295,0.35212352941176467,0.6172941176470588,0.0001978029411764706,0.300364705882353,-6.767058823529412,0.19673529411764706,1442534400.0
231,goddess,banks,5.0,2014-09-25,5.0,0.0,andrew ryce,2014-09-09,6zi2ew1VBzNNJx81oj2orB,247091.0,4.142857142857143,0.47335714285714287,0.48983721428571425,0.4667857142857143,0.03805783285714286,0.1438357142857143,-9.382785714285715,0.06677857142857142,1410134400.0
232,gore,deftones,4.0,2016-04-14,7.8,0.0,ian cohen,2016-04-12,3tsXyEbUQehXPaRFCS8K1n,263039.7272727273,44.18181818181818,0.2879090909090909,0.0039204518181818184,0.8246363636363636,0.39602454545454546,0.2098181818181818,-5.106181818181818,0.05491818181818182,1460073600.0
233,gossamer,passion pit,6.0,2012-08-02,8.4,1.0,ian cohen,2012-07-23,5xyvj8XTPRjS1rpVCgIgVL,249387.11764705883,3.0,0.5414705882352941,0.1279394882352941,0.7378823529411765,0.032170331764705885,0.27129411764705885,-6.838235294117647,0.09525294117647058,1344384000.0
234,government plates,death grips,6.0,2013-11-18,8.4,1.0,ian cohen,2013-11-19,3T01oOjbrox1jz0pR112oV,194659.81818181818,39.72727272727273,0.4719090909090909,0.08569854545454546,0.8638181818181819,0.03493871818181818,0.39909090909090905,-4.408090909090909,0.2776363636363636,1384300800.0
235,green language,rustie,3.0,2014-08-28,7.2,0.0,philip sherburne,2014-08-27,5xqK3YKGbQLKDoRVMTstGz,195339.72222222222,14.61111111111111,0.4475,0.2028870511111111,0.67,0.26196739333333335,0.36720555555555556,-9.541111111111112,0.17803333333333335,1408924800.0
236,grinderman 2,grinderman,7.0,2010-09-13,8.1,0.0,sean fennessey,2010-09-16,5XqENSDSTSveo4eBTwjrW1,275327.22222222225,19.88888888888889,0.3476666666666667,0.04595,0.722,0.011106666666666666,0.2037888888888889,-6.777777777777778,0.058477777777777774,1284422400.0
237,habits & contradictions,schoolboy q,5.0,2012-01-17,8.4,1.0,jayson greene,2012-01-27,6Xz8eKy8TeAyzwGr8QSOAS,218952.06666666668,40.4,0.6820666666666667,0.23557733333333333,0.7105333333333334,0.007775246666666666,0.20787333333333333,-7.3516666666666675,0.23092,1326499200.0
238,halcyon digest,deerhunter,8.0,2010-09-24,9.2,1.0,marc hogan,2010-09-27,3a3Yp0PRguSTH3dBOeWRyZ,251040.9090909091,41.72727272727273,0.43881818181818183,0.25468415454545457,0.6431818181818182,0.4462654545454546,0.22245454545454546,-8.235363636363637,0.036754545454545456,1285545600.0
239,half way home,angel olsen,7.0,2012-11-27,8.0,0.0,laura snapes,2012-09-12,2CQY5a9aqLxICQjFfsMIOf,239860.27272727274,30.454545454545453,0.4974545454545454,0.8627272727272728,0.14426363636363637,0.00010287272727272727,0.11454545454545455,-14.204,0.04641818181818181,1346716800.0
240,hanging gardens,classixx,6.0,2013-05-24,7.8,0.0,larry fitzmaurice,2013-05-31,6tMBd9qvATHZmf2FI3IRY1,279328.6666666667,4.5,0.7051666666666666,0.09585308333333332,0.7169166666666666,0.440923,0.11213333333333332,-7.9944999999999995,0.058925000000000005,1376870400.0
241,harmlessness,the world is a beautiful place & i am no longer afraid to die,7.0,2015-10-18,7.9,0.0,evan rytlewski,2015-09-28,6yJAGomK5rv3uAqJMw5d9n,248118.84615384616,30.0,0.40746153846153843,0.18783846153846154,0.6161538461538462,0.1663033076923077,0.19046153846153846,-8.678923076923077,0.04066923076923076,1443139200.0
242,harmonicraft,torche,8.0,2012-04-30,6.5,0.0,grayson currin,2012-04-23,4m2nF2XI6ZF6qhUXoYwmJu,174054.15384615384,19.76923076923077,0.27283846153846153,0.00042482615384615386,0.7873076923076923,0.7458461538461538,0.27892307692307694,-5.2807692307692315,0.05545384615384615,1335225600.0
243,hasta la muerte,xibalba,8.0,2012-08-17,7.0,0.0,brandon stosuy,2012-08-20,59ikKbPptmpb3l2ImEK8vW,299044.36363636365,18.545454545454547,0.2698181818181818,0.00043649,0.956,0.8892727272727273,0.17975454545454547,-4.013999999999999,0.08972727272727272,1344902400.0
244,have you in my wilderness,julia holter,9.0,2015-09-28,8.4,1.0,winston cook-wilson,2015-09-18,0EiGGBzF9wzJn2X8F0Yvjh,276591.6,32.1,0.34530000000000005,0.33603,0.48550000000000004,0.010011724999999999,0.16254,-7.368600000000001,0.03214,1443139200.0
245,heartthrob,tegan and sara,3.0,2013-02-04,7.3,0.0,laura snapes,2013-01-28,5IUJ6v408Z7pECC3BXUJxX,218918.4,41.7,0.6157,0.027541,0.7659,0.01832658,0.23232,-6.1481,0.0349,1356998400.0
246,held,holy other,6.0,2012-08-31,8.0,0.0,ruth saxelby,2012-09-14,4ndLrtcRqwCoBc0UBH1XHi,234085.11111111112,23.11111111111111,0.31922222222222224,0.35527777777777775,0.5631111111111111,0.814888888888889,0.13912222222222223,-9.974555555555556,0.06228888888888889,1346112000.0
247,helplessness blues,fleet foxes,9.0,2011-05-02,8.8,1.0,larry fitzmaurice,2011-05-02,6SUzec8cWCUMhvdW3KbMYZ,249812.0,38.333333333333336,0.40241666666666664,0.47620833333333334,0.42845,0.08502150833333333,0.12510000000000002,-10.148416666666668,0.03688333333333333,1304380800.0
248,here and nowhere else,cloud nothings,6.0,2014-04-08,8.7,1.0,ian cohen,2014-03-31,4mbQAXtP8Kuhq04oriFyYy,236134.25,25.25,0.270875,0.0164702,0.96675,0.477664125,0.1273375,-5.3568750000000005,0.1040375,1396310400.0
249,heritage,opeth,5.0,2011-09-25,6.9,0.0,brandon stosuy,2011-09-27,6I6rZw3H59ka6nDYsXcpDC,341291.6,30.1,0.493,0.316106,0.43066000000000004,0.5757,0.21396,-14.456799999999998,0.04872,1316476800.0
250,hesitation marks,nine inch nails,6.0,2013-09-09,7.0,0.0,stuart berman,2013-09-03,26m96TIXkNAiL4fl4aiFvd,265514.9285714286,29.714285714285715,0.6120714285714286,0.07945962142857144,0.6402642857142856,0.5492785714285714,0.14317857142857143,-8.7315,0.05776428571428571,1356998400.0
251,high violet,the national,6.0,2010-05-11,8.7,1.0,andrew gaerig,2010-05-10,3mX8oKajxXEBNNATCKLLPd,259968.18181818182,40.45454545454545,0.5169090909090909,0.49916363636363636,0.7144545454545455,0.5699195454545455,0.11742727272727273,-7.893818181818181,0.04342727272727273,1273536000.0
252,hippies,harlem,7.0,2010-05-20,8.1,0.0,david bevan,2010-04-06,3Ax3inYpZtVJulh5mu5ENs,151283.8125,26.875,0.3525,0.169510625,0.9196875,0.060680190625,0.2004625,-4.7261875,0.06000625,1270425600.0
253,holkham drones,luke abbott,8.0,2010-10-13,7.5,0.0,andrew gaerig,2010-10-11,2x1yXwFPvn4ssDc5vavFEi,298043.9166666667,15.166666666666666,0.5596666666666666,0.3889775833333333,0.44880583333333335,0.9100833333333332,0.13074166666666667,-15.368333333333332,0.04845,1282521600.0
254,holographic violence,grave babies,6.0,2015-08-11,6.4,0.0,cameron cook,2015-08-04,3vlWoPlrhVuZ5xp5T9JAdm,217540.54545454544,3.0,0.5093636363636364,0.006438181818181819,0.8079999999999999,0.11398381818181819,0.12096363636363637,-6.328545454545455,0.05202727272727273,1437696000.0
255,holy fire,foals,5.0,2013-02-14,7.6,0.0,ian cohen,2013-02-12,6SBkXTPlJ3oEaFwRm5o2lD,291412.22222222225,40.55555555555556,0.5242222222222223,0.40219238888888886,0.5847777777777777,0.5766245555555556,0.1563388888888889,-10.922,0.04477777777777778,1359590400.0
256,holy ghost,modern baseball,7.0,2016-05-23,7.7,0.0,ian cohen,2016-05-16,0XvjdaLFvJ510mcmVXriw7,149476.63636363635,41.09090909090909,0.392,0.13454742727272728,0.7719090909090909,0.0005397090909090909,0.30372727272727273,-7.298363636363636,0.07075454545454546,1463097600.0
257,holy ghost!,holy ghost!,8.0,2011-04-07,7.1,0.0,nate patrin,2011-04-01,5sxXPadbA1iXwhpSoEbnEC,296129.7,23.5,0.7265,0.035207,0.8354000000000001,0.113829,0.13094999999999998,-5.4584,0.04062,1301875200.0
258,home,nosaj thing,5.0,2013-01-22,7.8,0.0,jonah bromwich,2013-01-25,2PkEUR1EKgBOEaxnUGJtEK,199828.72727272726,5.7272727272727275,0.5559090909090909,0.45526272727272726,0.41145454545454546,0.764,0.09677272727272727,-14.090363636363636,0.12174545454545455,1376870400.0
259,"home, like noplace is there",the hotelier,6.0,2014-04-21,8.2,0.0,ian cohen,2014-02-28,37ohOvaKOQIEkFjTWfg9Q4,241664.77777777778,41.666666666666664,0.43022222222222223,0.08924633333333333,0.7804444444444445,0.03839239888888889,0.22667777777777776,-6.888111111111112,0.07623333333333333,1393286400.0
260,homeland,laurie anderson,8.0,2010-06-23,8.3,0.0,brian howe,2010-06-21,4ak54Q9kwqnyRL6yLkbFBO,330456.3333333333,15.0,0.39875,0.5958833333333333,0.2484125,0.30101666666666665,0.1902,-16.46675,0.0727,1277078400.0
261,honeymoon,lana del rey,5.0,2015-09-23,7.5,0.0,jessica hopper,2015-09-21,13k3IPnPlB9SWgTy2NusbH,279509.21428571426,36.857142857142854,0.3402857142857143,0.6449285714285714,0.39292857142857146,0.11121420928571428,0.14925000000000002,-10.71107142857143,0.03501428571428571,1442534400.0
262,honeys,pissed jeans,7.0,2013-02-15,8.1,0.0,ian cohen,2013-02-11,6BtVMqZ9Ra2aTGqbdZ61aW,177235.16666666666,14.166666666666666,0.26445,0.09305721833333334,0.7678333333333334,0.42121404999999995,0.2582083333333333,-7.936583333333334,0.07114166666666667,1360627200.0
263,honor found in decay,neurosis,7.0,2012-11-05,7.9,0.0,hank shteamer,2012-10-29,7xSRMcFNyUqpowZAKueWLt,519064.4285714286,0.0,0.21771428571428572,0.020917857142857144,0.5064285714285715,0.6254285714285714,0.11451428571428571,-10.824,0.041600000000000005,1351814400.0
264,hopelessness,anohni,6.0,2016-05-17,9.0,1.0,jenn pelly,2016-05-05,7rLsyyAKx19sy9Nwn8WoGH,227535.9090909091,21.09090909090909,0.42818181818181816,0.21907636363636362,0.5757272727272728,0.13137776363636364,0.19825454545454546,-8.393363636363636,0.043245454545454545,1462492800.0
265,hot sauce committee part two,beastie boys,9.0,2011-04-27,7.0,0.0,mark richardson,2011-05-04,4YG64sYwuBxnr9TkBUjSI1,166835.23529411765,5.117647058823529,0.6639411764705883,0.09154344705882353,0.8088235294117647,0.08778340588235294,0.2490411764705882,-5.170117647058824,0.13961176470588235,1304380800.0
266,how i got over,the roots,8.0,2010-06-30,8.1,0.0,nate patrin,2010-06-25,25sYZjutddzUpXNbeQ7bEC,182257.7142857143,37.57142857142857,0.6859999999999999,0.17297500000000002,0.7123357142857143,0.14212130714285715,0.27978571428571425,-7.044071428571429,0.1822857142857143,1277164800.0
267,how to stop your brain in an accident,future of the left,8.0,2013-12-11,7.4,0.0,jake cleland,2013-11-18,1EjIZO7XSYJ0eME0CPYycY,197328.07142857142,4.428571428571429,0.5105714285714286,0.08367170000000002,0.7763571428571429,0.3228788571428572,0.19042857142857142,-5.455071428571428,0.08490714285714286,1382659200.0
268,howl of the lonely crowd,comet gain,7.0,2011-12-02,7.3,0.0,lindsay zoladz,2011-08-03,5JGpAdY94LTATqOjZ0jljo,195076.53846153847,1.6153846153846154,0.3288307692307692,0.04837686153846154,0.7656153846153846,0.28308738461538463,0.2266923076923077,-5.401153846153846,0.04862307692307692,1306108800.0
269,human performance,parquet courts,7.0,2016-04-15,8.4,1.0,jenn pelly,2016-04-08,234xgzAxSozAKfXeLb2ofh,198521.57142857142,34.642857142857146,0.5454285714285715,0.24228357142857143,0.7488571428571429,0.22085367857142857,0.19172857142857144,-6.5445,0.03677857142857143,1460073600.0
270,hummingbird,local natives,5.0,2013-01-28,8.1,0.0,larry fitzmaurice,2013-01-28,7yyWUVLAvgwdmMmXSxMykK,240620.27272727274,31.272727272727273,0.44372727272727275,0.3622627272727273,0.6341818181818182,0.18249818181818184,0.13734545454545455,-7.999363636363637,0.04072727272727273,1359417600.0
271,humor risk,cass mccombs,6.0,2011-12-15,7.6,0.0,larry fitzmaurice,2011-11-09,5mfSVc5mIyh1Ve0DBRWFkh,308701.25,8.375,0.580375,0.49425,0.522125,0.29099272125,0.126175,-11.394874999999999,0.0314375,1320710400.0
