,title,artist,af_score,review_date,pf_score,best_new_music,author,pub_date,id,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,date
354,love this giant,david byrne,7.0,2012-09-20,5.9,0.0,eric harvey,2012-09-11,4Pu1Qeg26ACk8ZH00bk3Q4,221930.83333333334,31.75,0.6870833333333333,0.4713416666666667,0.6763333333333333,0.03049285833333333,0.14065833333333333,-7.7185,0.09705833333333334,1347235200.0
355,lp1,fka twigs,8.0,2014-08-16,8.8,1.0,philip sherburne,2014-08-11,070rEVRV6FWywkncMWLhs6,245197.3,40.1,0.5264,0.144053,0.5601,0.0847379,0.16991,-8.5627,0.11188000000000001,1407801600.0
356,lp4,ratatat,8.0,2010-05-28,5.2,0.0,brian howe,2010-06-08,0GrfQByIfK931P5N1pc0wS,213576.25,28.166666666666668,0.6022500000000001,0.24259,0.723,0.6016566666666666,0.30978333333333335,-7.038333333333333,0.10551666666666666,1275955200.0
357,lucky shiner,gold panda,7.0,2010-11-06,8.3,0.0,ryan dombal,2010-10-13,2wSMFAWmbsbXCitByPWPLk,244388.46153846153,23.615384615384617,0.5072307692307692,0.35657487692307693,0.7481538461538462,0.4672392307692308,0.2385076923076923,-5.960153846153846,0.13525384615384614,1283817600.0
358,lulu,lou reed,6.0,2011-11-02,1.0,0.0,stuart berman,2011-11-01,3FgLMfp5o2h2rAny7S6h57,522775.6,18.9,0.3271,0.09151190000000001,0.7297,0.06739518,0.13277,-6.259,0.07733999999999999,1320105600.0
359,luminiferous,high on fire,8.0,2015-06-12,8.0,0.0,grayson haver currin,2015-06-16,3IzqQsJ2BprL2bvaK7Mz5B,358773.0,16.22222222222222,0.19166666666666668,3.3308888888888887e-05,0.9364444444444443,0.8525555555555555,0.23811111111111108,-4.718222222222222,0.07865555555555555,1435017600.0
360,lux,brian eno,6.0,2012-11-12,8.0,0.0,mark richardson,2012-11-06,7fZ98u1pGT8iX8hdkebG7O,1130351.0,24.75,0.10215,0.97575,0.02005,0.92775,0.088425,-28.291249999999998,0.04295,1352678400.0
361,luxury problems,andy stott,7.0,2012-10-29,8.7,1.0,mark richardson,2012-10-29,6XpD4GhQq4olgxxgX6BXdv,366143.875,29.5,0.4915,0.507076375,0.54025,0.7379125,0.1918,-12.286625,0.1402625,1351468800.0
362,m3ll155x,fka twigs,9.0,2015-08-14,8.6,1.0,anupa mistry,2015-08-19,2RUX2ps4xMNTyI2iAwVyf3,224289.0,44.0,0.5599999999999999,0.27898,0.6066,0.0008672,0.21574,-8.9762,0.14266,1439510400.0
363,magnifique,ratatat,7.0,2015-07-16,5.0,0.0,matthew ramirez,2015-07-16,7ox0VtOfJBl7Oz3BRGOg1G,192548.2857142857,29.785714285714285,0.6177857142857143,0.3449642857142857,0.5900714285714285,0.7287857142857143,0.2668785714285714,-8.944571428571429,0.07317142857142857,1437091200.0
364,major key,dj khaled,6.0,2016-08-02,6.9,0.0,kris ex,2016-08-05,5qHyKDjwycRj1fJyPLt2HQ,248739.57142857142,41.142857142857146,0.6074285714285714,0.17829071428571427,0.6678571428571428,0.00014900785714285714,0.2274428571428571,-5.346571428571429,0.22609285714285712,1470355200.0
365,malibu,anderson .paak,7.0,2016-01-19,8.6,1.0,marcus j. moore,2016-01-11,6xNFuLOko8gjxi5kUAyGyM,229346.375,47.6875,0.6209375,0.16105625,0.7365625,0.023739639375,0.369175,-6.8458125,0.21915,1452816000.0
366,man on the moon ii: the legend of mr. rager,kid cudi,6.0,2010-11-04,6.7,0.0,jayson greene,2010-11-18,08eM9GRdr5BCCHNqS3Wwud,219057.70588235295,60.1764705882353,0.6605294117647058,0.4423529411764706,0.6334705882352941,0.3390903294117647,0.20341176470588238,-7.517588235294118,0.07011764705882352,1289260800.0
367,maniac meat,tobacco,7.0,2010-05-25,7.6,0.0,nate patrin,2010-05-25,6K9wsOEqnnoPtYbd8s95ug,159062.9375,19.6875,0.4575,0.201635625,0.80825,0.4467312725,0.28405,-4.2185,0.12090624999999999,1274745600.0
368,manipulator,ty segall,6.0,2014-08-30,7.8,0.0,stuart berman,2014-08-26,2pIFOXH6DxLbWcUO19mbXa,197602.0,30.88235294117647,0.36676470588235294,0.009552397647058822,0.7261176470588235,0.13538336470588236,0.17024117647058823,-8.407411764705882,0.048152941176470586,1405987200.0
369,marrow of the spirit,agalloch,8.0,2010-11-17,8.5,0.0,grayson haver currin,2010-12-07,69dtvmEbd0xejAVrqOuzDO,655595.1666666666,27.333333333333332,0.259,0.13737117,0.7210000000000001,0.6928333333333333,0.24838333333333332,-10.2065,0.08625000000000001,1290470400.0
370,matangi,m.i.a.,7.0,2013-11-20,6.5,0.0,lindsay zoladz,2013-11-05,5TTyDbaARm4YjXJ5OQVKwl,225841.375,30.875,0.6803125,0.0961769375,0.8454375000000001,0.0516164,0.1775875,-4.086375,0.12805625,1383609600.0
371,meir,kvelertak,8.0,2013-03-28,7.2,0.0,hank shteamer,2013-03-25,1147s32sIAabDpmBeBf2bN,268194.8181818182,26.181818181818183,0.2797272727272727,5.574727272727273e-05,0.9507272727272728,0.8395454545454545,0.30150909090909095,-4.750181818181819,0.09318181818181817,1363910400.0
372,memphis,magic kids,8.0,2010-08-31,6.1,0.0,david bevan,2010-09-14,437jcfcGVGS7rtACpIuipF,157957.18181818182,5.363636363636363,0.38063636363636366,0.21408181818181815,0.6765454545454546,0.00234306,0.23987272727272727,-5.372545454545454,0.03820909090909091,1282521600.0
373,mess,liars,8.0,2014-03-26,6.9,0.0,ian cohen,2014-03-24,5Yyt7GBe2YwY3ddjsbv1Em,301526.45454545453,18.272727272727273,0.6071818181818182,0.1287940909090909,0.6571818181818182,0.5979371818181818,0.14036363636363636,-7.872999999999999,0.0699,1395705600.0
374,metals,feist,4.0,2011-10-12,7.7,0.0,lindsay zoladz,2011-10-03,7j3EDmBNPiZuO2bkP0dSyu,250801.91666666666,22.75,0.5228333333333334,0.67725,0.38543333333333335,0.026600769166666666,0.15455,-8.375916666666667,0.036125,1317686400.0
375,mind bokeh,bibio,5.0,2011-03-30,6.9,0.0,mark richardson,2011-04-01,15khoJ6qauAZwWxO8q39xw,262144.1666666667,1.5833333333333333,0.6146666666666666,0.31497166666666665,0.6880000000000001,0.2153867458333333,0.24030833333333335,-6.723416666666666,0.12074166666666668,1301270400.0
376,miracle mile,strfkr,3.0,2013-02-28,5.2,0.0,steven hyden,2013-02-18,5S4tasGYxpQuSEWLYvgyQp,204310.13333333333,39.06666666666667,0.6615333333333333,0.26196400000000003,0.6375333333333334,0.6524,0.16216,-9.046600000000002,0.03881333333333334,1360627200.0
377,modern vampires of the city,vampire weekend,7.0,2013-05-14,9.3,1.0,ryan dombal,2013-05-13,7uxo8pIrikPy6WHdiOBaci,215027.5,11.666666666666666,0.5470833333333334,0.39272166666666664,0.6181666666666666,0.0021821866666666668,0.17095833333333332,-8.165083333333333,0.08696666666666668,1369612800.0
378,monomania,deerhunter,6.0,2013-04-24,8.3,1.0,ian cohen,2013-05-03,6qjQZP3XvnktDZcxrhmUEM,216588.25,25.0,0.5228333333333334,0.2243778,0.7615,0.15027044250000002,0.26266666666666666,-5.936166666666666,0.042874999999999996,1367798400.0
379,more than any other day,ought,7.0,2014-05-01,8.4,1.0,stuart berman,2014-04-29,0uOPPNiTA3k0HNvqKWcuSb,345140.375,21.0,0.366625,0.140575,0.754875,0.202725,0.10314999999999999,-6.19025,0.1096875,1398729600.0
380,mosaik,siriusmo,7.0,2011-02-28,7.8,0.0,brian howe,2011-03-17,5joNe9uuYWY9GjJlpASff2,201570.76470588235,23.470588235294116,0.7077058823529412,0.10367647058823529,0.8372352941176471,0.3695376470588235,0.27908235294117645,-6.545823529411765,0.1461470588235294,1298592000.0
381,mosquito,yeah yeah yeahs,5.0,2013-04-23,6.0,0.0,lindsay zoladz,2013-04-15,73ODakbR0bWEG1HZ03HZis,259278.27272727274,16.0,0.44045454545454543,0.13141445454545456,0.8524545454545455,0.2118819090909091,0.3931636363636363,-5.774818181818182,0.06972727272727273,1356998400.0
382,moth,chairlift,7.0,2016-01-29,7.6,0.0,brad nelson,2016-01-20,4j7QJ7DKZ0cBsNuD7GmJFx,244738.3,33.8,0.6833,0.17622100000000002,0.5791000000000001,0.0031712199999999998,0.1299,-8.113,0.098,1453420800.0
383,mount wittenberg orca,dirty projectors,8.0,2010-07-13,7.7,0.0,mike powell,2010-07-07,0zm40o2MnYmpxcKKProN8U,182904.42857142858,26.571428571428573,0.4784285714285715,0.7598571428571429,0.13977142857142857,0.14116642857142855,0.1256,-11.842142857142857,0.04078571428571428,1320019200.0
384,movement,holly herndon,7.0,2012-11-20,8.1,0.0,grayson haver currin,2012-11-20,2dIv0YpUwNuGtoVOWjN5LS,300614.85714285716,8.857142857142858,0.3752857142857143,0.281432,0.36014285714285715,0.3475428571428571,0.23950000000000002,-16.84957142857143,0.19554285714285716,1352764800.0
385,mr. impossible,black dice,5.0,2012-04-14,7.7,0.0,mark richardson,2012-04-13,6iVOz9sCcOTbkLNBRyinic,307307.77777777775,4.777777777777778,0.5728888888888889,0.12100044444444445,0.6935555555555556,0.5473806666666667,0.18534444444444442,-6.685,0.17172222222222222,1334016000.0
386,mr. wonderful,action bronson,5.0,2015-03-25,6.3,0.0,jordan sargent,2015-03-25,7ijgeLAW3W3vZ9jf6tozFq,228093.07692307694,45.76923076923077,0.4789230769230769,0.28026384615384614,0.6794615384615385,0.014713169230769232,0.23146153846153844,-6.571615384615384,0.2727538461538461,1427068800.0
387,mu.zz.le,gonjasufi,6.0,2012-01-23,7.8,0.0,nate patrin,2012-01-25,1gJX8HHlmUOYmKRshcwqhG,147829.1,0.0,0.4649,0.14619500000000002,0.6651,0.44168,0.37371,-9.2464,0.09147,1327276800.0
388,muchacho,phosphorescent,6.0,2013-04-18,8.8,1.0,jayson greene,2013-03-18,6rAJ4I8SpPMJj0guCZiAI8,279359.7,36.4,0.3315,0.682948,0.4801,0.22715000000000002,0.08995,-8.7745,0.03266,1363651200.0
389,multi-love,unknown mortal orchestra,8.0,2015-06-03,7.1,0.0,jeremy d. larson,2015-05-26,2aoI8tkPq9NBvGiARD0KoR,274221.77777777775,45.666666666666664,0.6471111111111111,0.2142888888888889,0.7427777777777779,0.21303056666666667,0.10857777777777779,-4.800111111111111,0.11044444444444444,1432598400.0
390,mutilator defeated at last,thee oh sees,6.0,2015-06-05,7.8,0.0,aaron leitko,2015-05-21,31e4Yq05lmd00H8Iardp17,222507.88888888888,36.55555555555556,0.3228888888888889,0.0218222,0.8351111111111111,0.7154444444444444,0.15033333333333332,-7.3324444444444445,0.04543333333333333,1432598400.0
391,my beautiful dark twisted fantasy,kanye west,6.0,2010-11-16,10.0,1.0,ryan dombal,2010-11-22,20r762YmB5HeofjMCiPMLv,317005.6923076923,70.46153846153847,0.5227692307692308,0.18744307692307693,0.6809384615384615,0.04737700769230769,0.3933846153846154,-5.939923076923076,0.13126153846153846,1290384000.0
392,my name is my name,pusha t,6.0,2013-10-09,8.0,0.0,craig jenkins,2013-10-09,0LgwP5HQ7psvJAY2KSGPMH,232391.91666666666,7.916666666666667,0.5924166666666667,0.11620583333333334,0.6970833333333334,0.0005187333333333333,0.18186666666666665,-5.94025,0.286175,1388534400.0
393,my woman,angel olsen,8.0,2016-09-08,8.8,1.0,jenn pelly,2016-09-02,3CHcldbsbrBOOlw8cnLpNm,286042.4,42.5,0.38,0.28396,0.44720000000000004,0.001045743,0.12502,-8.4752,0.03258,1472774400.0
394,nabuma rubberband,little dragon,6.0,2014-05-15,6.8,0.0,harley brown,2014-05-12,2xraUs1k7Hct24Jg2C2QR5,214564.75,25.75,0.5330833333333334,0.23604166666666668,0.6023333333333333,0.09041975000000001,0.19495833333333334,-8.71425,0.04385833333333333,1399852800.0
395,native speaker,braids,7.0,2011-01-31,7.9,0.0,ian cohen,2011-01-19,2bFyxoT5hRX13dwqMrxfex,374487.3333333333,13.0,0.4612222222222223,0.47971111111111114,0.5822222222222222,0.5802111111111111,0.14063333333333333,-8.741777777777777,0.053144444444444446,1295308800.0
396,nattesferd,kvelertak,6.0,2016-05-20,8.0,0.0,saby reyes-kulkarni,2016-05-16,5EAGz1IagdeJoJ2Cgb4DES,314350.77777777775,25.11111111111111,0.26422222222222225,0.00081986,0.9087777777777778,0.6172222222222222,0.36477777777777776,-6.391444444444444,0.06394444444444444,1463097600.0
397,natural history,dope body,9.0,2012-05-21,7.9,0.0,aaron leitko,2012-05-21,5USTX24mfkfnAYV7v855hv,242462.0,9.777777777777779,0.4083333333333333,0.005310444444444445,0.8416666666666667,0.1200971111111111,0.20555555555555557,-5.815555555555556,0.1072,1337644800.0
398,nature noir,crystal stilts,6.0,2013-09-18,6.3,0.0,jeremy d. larson,2013-09-17,77eCV0LVGiQDy3o5TpqnHb,199227.81818181818,14.545454545454545,0.4315454545454545,0.12108694545454547,0.7293636363636363,0.7776363636363637,0.1696272727272727,-7.275818181818182,0.03974545454545454,1379376000.0
399,nehru jackets,heems,8.0,2012-01-27,6.5,0.0,zach kelly,2012-01-26,3nf3gYFRoEQBP3uAzl2HK1,177101.16,7.68,0.44548000000000004,0.14020960000000002,0.828,0.016411452400000002,0.22956,-6.392760000000001,0.28768,1326758400.0
400,neon icon,riff raff,5.0,2014-06-04,5.4,0.0,david drake,2014-06-27,2DPmATqwTbFTztBvwT5V4b,190192.0,27.066666666666666,0.6997333333333333,0.19946399999999997,0.7398,0.046632900000000005,0.20735333333333333,-5.272866666666667,0.13452000000000003,1403568000.0
401,never hungover again,joyce manor,6.0,2014-07-29,7.8,0.0,ian cohen,2014-07-21,6cPoZUF1MLvQvXkfDGHwsf,114402.4,42.3,0.3661,0.0022102899999999997,0.9484999999999999,3.513e-05,0.2613,-1.537,0.09941,1405987200.0
402,never were the way she was,colin stetson,8.0,2015-04-28,7.7,0.0,jayson greene,2015-04-27,6strsYjypCDE3OTh2f9W8l,321937.0,24.375,0.216,0.7547625,0.390975,0.9215,0.17975000000000002,-13.374375,0.1005125,1430179200.0
403,new bermuda,deafheaven,6.0,2015-10-01,9.0,1.0,jayson greene,2015-10-01,2e4xOasRFhJn4x2MBM5pdu,559497.0,33.2,0.2284,0.00252956,0.8778,0.8539999999999999,0.15984,-6.0405999999999995,0.09794,1443744000.0
404,new brigade,iceage,8.0,2011-06-23,8.4,1.0,david bevan,2011-06-29,55Qh1kqHs3ZnB5M5Y16bj1,121483.08333333333,13.166666666666666,0.199975,0.013202452500000001,0.8675,0.6191666666666666,0.3546666666666667,-4.670583333333333,0.09349166666666668,1315180800.0
405,new history warfare vol. 2: judges,colin stetson,8.0,2011-02-21,8.2,0.0,mark richardson,2011-03-03,56rcjS8EZIWTXCbk1V2NBI,191516.7857142857,28.428571428571427,0.3046285714285714,0.6952028571428571,0.29107071428571424,0.7125828571428572,0.28071428571428575,-16.155357142857145,0.12450000000000001,1298332800.0
406,new history warfare vol. 3: to see more light,colin stetson,7.0,2013-04-26,8.1,0.0,mark richardson,2013-05-07,5mBOGECzXM9rkVvECALl9B,281675.36363636365,20.181818181818183,0.3145454545454545,0.7558799999999999,0.4535272727272728,0.6792407272727273,0.1365,-12.702454545454545,0.102,1367280000.0
407,"night time, my time",sky ferreira,4.0,2013-11-24,8.1,0.0,carrie battan,2013-10-29,5p7bst30JEHSIe1VMtjbfG,236912.5294117647,8.058823529411764,0.5471176470588235,0.11183356647058823,0.7906470588235294,0.0646737,0.2529647058823529,-5.726999999999999,0.04331176470588235,1406073600.0
408,nikki nack,tune-yards,8.0,2014-04-29,8.1,0.0,mike powell,2014-05-06,7e4FghvjN3MwRoSK7v1m1p,204944.84615384616,21.23076923076923,0.7132307692307692,0.15517615384615385,0.4870769230769231,0.027047076923076927,0.18153846153846154,-11.833923076923078,0.13752307692307691,1399334400.0
409,nina,xiu xiu,8.0,2014-01-13,4.7,0.0,mark richardson,2013-12-11,5UJbUau9NfGZM7oLGgEJQK,268545.8181818182,7.818181818181818,0.3378181818181818,0.3795818181818182,0.5165454545454545,0.21019285454545455,0.21018181818181816,-8.818818181818182,0.11205454545454545,1354492800.0
410,nine types of light,tv on the radio,6.0,2011-04-12,7.7,0.0,stuart berman,2011-04-12,0FvrvaVsWQ7kTdGzipW6HV,260279.7,33.7,0.5168999999999999,0.108339,0.7833,0.23406796000000002,0.11617999999999999,-5.8811,0.07261999999999999,1293840000.0
411,no cities to love,sleater-kinney,7.0,2015-01-14,8.7,1.0,jenn pelly,2015-01-20,7HDcY3h70X3zLjceUO874A,194238.3,25.8,0.47750000000000004,0.0187179,0.8961,0.03266866,0.21179,-5.1496,0.11120999999999999,1421712000.0
412,no love deep web,death grips,8.0,2012-10-08,8.2,0.0,grayson currin,2012-10-05,08aqY8lv4zx4uaqBUpMD8a,211439.61538461538,42.07692307692308,0.5432307692307693,0.011094846153846153,0.7935384615384616,0.0005840369230769231,0.23668461538461535,-4.0133846153846156,0.2222230769230769,1325376000.0
413,no peace,trash talk,5.0,2014-05-28,7.7,0.0,jayson greene,2014-05-30,1JSanboctECdzwkzLTbys0,107723.57142857143,19.642857142857142,0.4258571428571428,0.0010450492857142857,0.9360714285714286,0.4286075714285714,0.2566428571428571,-5.479071428571428,0.11585000000000001,1400803200.0
414,nobody's smiling,common,6.0,2014-08-01,7.7,0.0,david drake,2014-07-25,6sG3BcBh4DlQ9dzW6BHklG,249777.0,11.2,0.6099,0.297957,0.7107,3.3586e-05,0.29661,-7.603,0.3052,1405987200.0
415,nocturne,wild nothing,8.0,2012-08-23,8.3,1.0,ian cohen,2012-08-28,139JTQqbke2UEFCKgmy34d,241416.54545454544,35.63636363636363,0.5662727272727273,0.052782281818181814,0.7765454545454545,0.7036363636363636,0.1399272727272727,-9.161090909090909,0.03611818181818182,1346112000.0
416,nostalchic,lapalux,7.0,2013-03-29,7.4,0.0,jonah bromwich,2013-03-28,7ulpsKEswNymVbOvsyK0yV,233211.75,21.166666666666668,0.3645833333333333,0.32324583333333334,0.6193333333333333,0.09491116666666667,0.21836666666666668,-8.122416666666666,0.119525,1364169600.0
417,not to disappear,daughter,3.0,2016-01-21,6.7,0.0,jazz monroe,2016-01-19,3qPU4on4Nurlbzn607FSQ3,287212.36363636365,7.909090909090909,0.3644545454545455,0.4671272727272727,0.628,0.33812363636363635,0.13714545454545454,-9.002636363636363,0.0573,1452816000.0
418,numbers,mellowhype,3.0,2012-10-09,6.7,0.0,jordan sargent,2012-10-12,13zS18xkaZrOUf2HGWLYQj,223686.375,22.75,0.634375,0.17041375,0.6010624999999999,2.6875e-07,0.1503625,-10.4973125,0.31486875000000003,1349740800.0
419,obsidian,baths,6.0,2013-05-29,8.6,1.0,ian cohen,2013-05-28,4niKC11eq7dRXiDVWsTdEy,260221.0,29.2,0.5857,0.228491,0.5517000000000001,0.486552,0.16441,-11.8937,0.07438,1369699200.0
420,ocean roar,mount eerie,5.0,2012-09-06,8.1,0.0,jayson greene,2012-09-06,05bvtbRjfvIXzCS1PpEaji,290348.0,9.75,0.1765,0.15545414625,0.3717375,0.58304907,0.2611,-10.8285,0.045725,1346198400.0
421,oceania,the smashing pumpkins,6.0,2012-06-25,6.3,0.0,jayson greene,2012-06-19,4CsuDWzy7SC1B5VBtfmUTz,277865.3846153846,12.0,0.30330769230769233,0.0889136923076923,0.7430769230769231,0.3108076923076923,0.2580230769230769,-7.085384615384616,0.05302307692307692,1340323200.0
422,oddfellows,tomahawk,6.0,2013-01-31,6.8,0.0,paul thompson,2013-02-04,0TwHvyufKag5AKpphVeA2x,188376.0,14.153846153846153,0.5227692307692308,0.05114384615384615,0.672,0.24714986923076923,0.20983846153846153,-9.682846153846153,0.050130769230769236,1358812800.0
423,oj simpson,guilty simpson,6.0,2010-05-31,8.0,0.0,ian cohen,2010-05-19,0elL1cbQgaMrQHpfoHa8pI,144784.70833333334,4.375,0.5506666666666666,0.164818875,0.6752083333333333,0.023838203333333335,0.47961666666666664,-10.539250000000001,0.45116666666666666,1274140800.0
424,old,danny brown,7.0,2013-10-01,8.7,1.0,jayson greene,2013-10-03,5SC0415RIGVX9ZfL0tfbAl,179225.57894736843,34.26315789473684,0.5780526315789474,0.11936894736842105,0.7902105263157895,0.002907444736842105,0.3017736842105263,-6.966315789473685,0.21947894736842102,1381190400.0
425,old ideas,leonard cohen,5.0,2012-02-07,7.4,0.0,mike powell,2012-02-01,0waLDJlCfXkXIwFGdBZ6UK,248589.0,38.0,0.5494,0.7958000000000001,0.22786999999999996,0.011695890000000002,0.11055,-15.607800000000001,0.044219999999999995,1332892800.0
426,once i was an eagle,laura marling,7.0,2013-06-07,8.1,0.0,rachael maddux,2013-06-03,6l1vJo8UPXAapQr23xOStK,237789.5,0.0,0.395625,0.66375,0.27199375,0.095348875,0.11828124999999999,-16.3438125,0.0397625,1369353600.0
427,once more 'round the sun,mastodon,7.0,2014-06-26,6.3,0.0,zoe camp,2014-06-25,7iI8jE3kMRUNRaJSGWhE43,295667.9090909091,9.181818181818182,0.3104545454545455,1.4254545454545454e-05,0.9609090909090909,0.08823127272727273,0.19343636363636366,-3.6875454545454547,0.08357272727272727,1403481600.0
428,one day you will ache like i ache,the body,7.0,2016-03-23,7.6,0.0,colin joyce,2016-03-22,2PZbGLCc2fKUrC507I0tQP,258288.9,11.2,0.2714,0.032219655,0.63821,0.54918273,0.20327,-8.241,0.16428,1458864000.0
429,order of noise,vessel,7.0,2012-11-16,7.0,0.0,nick neyland,2012-11-01,4UHMnBK9gqG7gGaTr4agsk,232428.16666666666,6.25,0.5074166666666666,0.5125416666666667,0.6329166666666667,0.6133416666666667,0.16725,-10.410833333333333,0.055,1350345600.0
430,our love,caribou,6.0,2014-10-14,8.6,1.0,jamieson cox,2014-10-07,4JOmLltFC735tBL7jfHfA7,251593.0,32.0,0.5944,0.39402,0.6553,0.634607,0.18409999999999999,-9.3868,0.0435,1412640000.0
431,overgrown,james blake,7.0,2013-04-09,8.0,0.0,eric harvey,2013-04-09,2Fn2oOYHKBJfzZtVtKOW7z,248266.9090909091,10.272727272727273,0.4700909090909091,0.6275545454545455,0.4576363636363636,0.22288363636363637,0.16670000000000001,-11.245363636363637,0.048827272727272726,1365379200.0
432,oxymoron,schoolboy q,7.0,2014-02-26,7.8,0.0,craig jenkins,2014-02-28,3WrybrSHu1vSZaQegAZTyn,296909.6666666667,19.666666666666668,0.6706666666666666,0.15103,0.7808333333333333,0.0007279491666666668,0.19457500000000003,-6.097166666666666,0.23606666666666665,1388534400.0
433,pain is beauty,chelsea wolfe,8.0,2013-09-10,8.0,0.0,jenn pelly,2013-09-06,4rpm9Ez8nfVsQvNmHDbgyp,274350.25,34.333333333333336,0.4223333333333333,0.07627316833333334,0.5500833333333334,0.4946525,0.14768333333333333,-9.507166666666667,0.032883333333333334,1378166400.0
434,painted shut,hop along,8.0,2015-05-27,7.9,0.0,mike powell,2015-05-04,7bR9KYRb6jfhlle5Y9U4BD,239801.9,34.6,0.5588,0.127958,0.6683,0.019990769999999998,0.1883,-6.8327,0.04084,1430697600.0
435,painting with,animal collective,5.0,2016-02-18,6.2,0.0,mike powell,2016-02-16,04EajKw866bzJn3EW8HOdQ,205751.91666666666,27.583333333333332,0.5975,0.17333125000000002,0.866,0.0014656141666666664,0.2167416666666667,-5.684916666666666,0.099325,1455840000.0
436,pale communion,opeth,5.0,2014-09-03,4.3,0.0,grayson haver currin,2014-08-28,0DLImjuzdrOBQKtYLlf3C5,417813.125,36.5,0.434125,0.1731350375,0.6268750000000001,0.4181125,0.1977375,-12.995,0.0405,1408924800.0
437,pale horses,mewithoutyou,5.0,2015-06-19,7.2,0.0,brad nelson,2015-06-24,0rNQkfrozT5NAIGMQCmZrY,215016.81818181818,26.545454545454547,0.4721818181818182,0.11353,0.7041818181818182,0.3251653636363636,0.16902727272727272,-7.620636363636364,0.042963636363636364,1434412800.0
438,panda bear meets the grim reaper,panda bear,4.0,2015-01-15,8.7,1.0,stuart berman,2015-01-12,4iRqf2zoGhh7yO5evg1NYj,236666.23076923078,27.53846153846154,0.40276923076923077,0.5275515384615385,0.7224615384615384,0.11037336615384616,0.4519307692307692,-7.847076923076923,0.1628153846153846,1421020800.0
439,paracosm,washed out,6.0,2013-08-15,7.4,0.0,ian cohen,2013-08-12,0NJB8HwQsR7RH4bVM7Z6HL,273902.3333333333,38.0,0.37144444444444447,0.2475502388888889,0.6872222222222222,0.32230000000000003,0.39866666666666667,-9.540444444444445,0.060544444444444435,1376352000.0
440,paradise,pop. 1280,8.0,2016-01-28,7.4,0.0,jes skolnik,2016-01-25,4mekfmow1Chday7n4rGWO7,262184.44444444444,1.3333333333333333,0.38077777777777777,0.19144335555555556,0.6956666666666667,0.6392666666666666,0.3076777777777778,-7.911777777777778,0.04786666666666667,1453420800.0
441,parallax,atlas sound,6.0,2011-11-09,8.7,1.0,nick neyland,2011-11-07,6HTAZdkIuhAoQPFtZmFYo5,243058.5,22.666666666666668,0.5001666666666666,0.47657499999999997,0.5498333333333334,0.22011825,0.23858333333333334,-12.502333333333333,0.0405,1320624000.0
442,paralytic stalks,of montreal,7.0,2012-02-06,4.6,0.0,larry fitzmaurice,2012-02-06,1GEvc3u1Fu0CoKPesy1gDJ,385282.77777777775,23.77777777777778,0.3788666666666667,0.16310833333333333,0.768,0.09415637888888889,0.33844444444444444,-6.282555555555556,0.0528,1328572800.0
443,payola,desaparecidos,5.0,2015-06-30,7.6,0.0,ian cohen,2015-06-22,0znk4I7BChCGG8SZ5nRneU,173417.0,23.142857142857142,0.27564285714285713,0.0006934264285714286,0.9148571428571428,0.024329555,0.2573714285714286,-3.883785714285714,0.07497857142857144,1435017600.0
444,penny sparkle,blonde redhead,8.0,2010-09-12,4.0,0.0,ian cohen,2010-09-14,0LIA59NbpqeUhFTnNfnO6F,258529.58333333334,0.0,0.5786666666666667,0.27429166666666666,0.56925,0.4341176916666667,0.13466666666666668,-10.329666666666666,0.035666666666666666,1285113600.0
445,pigeons,here we go magic,7.0,2010-06-06,7.5,0.0,larry fitzmaurice,2010-06-07,0R2mJW3ewBFmDGeWktahaS,260276.0909090909,9.636363636363637,0.42563636363636365,0.1289358818181818,0.7213636363636364,0.47773985454545453,0.13166363636363637,-8.236454545454546,0.04525454545454546,1275955200.0
446,piramida,efterklang,5.0,2012-10-02,5.7,0.0,matthew murphy,2012-09-21,6p0W2RTwwvNrsVuhD90v2V,276931.7,16.2,0.5553,0.6913,0.43600000000000005,0.7179,0.11413999999999999,-12.539,0.03782,1348444800.0
447,platform,holly herndon,6.0,2015-05-14,8.7,1.0,winston cook-wilson,2015-05-21,0pyZXMW56SpT2iO2rMYmPH,297609.0,15.7,0.4666,0.24733099999999997,0.5326000000000001,0.36947565,0.18961,-13.7125,0.15494000000000002,1431907200.0
448,play it strange,the fresh & onlys,4.0,2010-10-12,8.0,0.0,tom breihan,2010-10-18,6Z0GV47fGK4hcnzklj80OX,200220.36363636365,9.909090909090908,0.2575454545454546,0.018598036363636362,0.8381818181818183,0.7523636363636363,0.30272727272727273,-1.5988181818181817,0.045581818181818175,1286841600.0
449,plays the music of twin peaks,xiu xiu,9.0,2016-04-29,7.7,0.0,benjamin scheim,2016-04-14,6d1hIoW2Xvv7n33kAQV8nG,343010.3333333333,20.333333333333332,0.31908333333333333,0.6002875,0.48025,0.7625000000000001,0.23960833333333334,-11.663916666666665,0.09511666666666667,1463702400.0
450,plowing into the field of love,iceage,9.0,2014-10-07,8.5,1.0,larry fitzmaurice,2014-10-09,5g3adO0PoJ6h9yrkkdONPw,239952.66666666666,7.5,0.212225,0.023763833333333335,0.7855833333333333,0.018212781666666667,0.18110833333333332,-5.71225,0.054408333333333336,1412640000.0
